Word Order	Other Properties	Subject Position	Object Position	Sentence
MF[SO]VC[V]	sinst-sodir	3	5	Weil das Institut eine Examenskandidatin testet .
VF[S]LK[V]MF[O]	sinst-sodir	2	4	Die Ausbildungsbetriebe belehren Azubis .
VF[O]LK[V]MF[S]	sinst-sodir	4	1	Azubis belehren die Ausbildungsbetriebe .
LK[V]MF[SO]	sinst-sodir	4	5	Deshalb belehren die Ausbildungsbetriebe Azubis .
LK[V]MF[SO]Q	sinst-sodir	3	4	Belehren die Ausbildungsbetriebe Azubis ?
MF[SO]VC[V]	sinst-sodir	3	4	Weil die Ausbildungsbetriebe Azubis belehren .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Generalin startet nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts startet die Generalin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb startet die Generalin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Startet die Generalin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Generalin nichts startet .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Partnerin lebt nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts lebt die Partnerin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb lebt die Partnerin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Lebt die Partnerin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Partnerin nichts lebt .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Journalistin übertextet nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts übertextet die Journalistin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb übertextet die Journalistin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Übertextet die Journalistin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Journalistin nichts übertextet .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Freundin spielt nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts spielt die Freundin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb spielt die Freundin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Spielt die Freundin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Freundin nichts spielt .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Passantin bewirft nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts bewirft die Passantin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb bewirft die Passantin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Bewirft die Passantin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Passantin nichts bewirft .
VF[S]LK[V]MF[O]	base-oempt	2	4	Das Kind findet nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts findet das Kind .
LK[V]MF[SO]	base-oempt	4	5	Deshalb findet das Kind nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Findet das Kind nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil das Kind nichts findet .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Leserin abonniert nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts abonniert die Leserin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb abonniert die Leserin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Abonniert die Leserin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Leserin nichts abonniert .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Herrin rasiert nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts rasiert die Herrin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb rasiert die Herrin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Rasiert die Herrin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Herrin nichts rasiert .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Mama trinkt nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts trinkt die Mama .
LK[V]MF[SO]	base-oempt	4	5	Deshalb trinkt die Mama nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Trinkt die Mama nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Mama nichts trinkt .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Schriftstellerin schreibt nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts schreibt die Schriftstellerin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb schreibt die Schriftstellerin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Schreibt die Schriftstellerin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Schriftstellerin nichts schreibt .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Politikerin beendet nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts beendet die Politikerin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb beendet die Politikerin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Beendet die Politikerin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Politikerin nichts beendet .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Abgeordnete bekommt nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts bekommt die Abgeordnete .
LK[V]MF[SO]	base-oempt	4	5	Deshalb bekommt die Abgeordnete nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Bekommt die Abgeordnete nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Abgeordnete nichts bekommt .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Kleinbäuerin zieht nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts zieht die Kleinbäuerin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb zieht die Kleinbäuerin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Zieht die Kleinbäuerin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Kleinbäuerin nichts zieht .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Sportlerin gewinnt nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts gewinnt die Sportlerin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb gewinnt die Sportlerin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Gewinnt die Sportlerin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Sportlerin nichts gewinnt .
VF[S]LK[V]MF[O]	base-oempt	2	4	Die Handwerkerin übernimmt nichts .
VF[O]LK[V]MF[S]	base-oempt	4	1	Nichts übernimmt die Handwerkerin .
LK[V]MF[SO]	base-oempt	4	5	Deshalb übernimmt die Handwerkerin nichts .
LK[V]MF[SO]Q	base-oempt	3	4	Übernimmt die Handwerkerin nichts ?
MF[SO]VC[V]	base-oempt	3	4	Weil die Handwerkerin nichts übernimmt .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Generalin wird nichts starten .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Generalin starten .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Generalin nichts starten .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Generalin nichts starten ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Generalin nichts starten wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Partnerin wird nichts leben .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Partnerin leben .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Partnerin nichts leben .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Partnerin nichts leben ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Partnerin nichts leben wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Journalistin wird nichts übertexten .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Journalistin übertexten .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Journalistin nichts übertexten .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Journalistin nichts übertexten ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Journalistin nichts übertexten wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Freundin wird nichts spielen .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Freundin spielen .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Freundin nichts spielen .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Freundin nichts spielen ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Freundin nichts spielen wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Passantin wird nichts bewerfen .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Passantin bewerfen .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Passantin nichts bewerfen .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Passantin nichts bewerfen ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Passantin nichts bewerfen wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Kinder werden nichts finden .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts werden die Kinder finden .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb werden die Kinder nichts finden .
LK[V]MF[SO]Q	aux-oempt	3	4	Werden die Kinder nichts finden ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Kinder nichts finden werden .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Leserin wird nichts abonnieren .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Leserin abonnieren .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Leserin nichts abonnieren .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Leserin nichts abonnieren ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Leserin nichts abonnieren wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Herrin wird nichts rasieren .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Herrin rasieren .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Herrin nichts rasieren .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Herrin nichts rasieren ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Herrin nichts rasieren wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Mama wird nichts trinken .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Mama trinken .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Mama nichts trinken .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Mama nichts trinken ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Mama nichts trinken wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Schriftstellerin wird nichts schreiben .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Schriftstellerin schreiben .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Schriftstellerin nichts schreiben .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Schriftstellerin nichts schreiben ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Schriftstellerin nichts schreiben wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Politikerin wird nichts beenden .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Politikerin beenden .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Politikerin nichts beenden .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Politikerin nichts beenden ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Politikerin nichts beenden wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Abgeordnete wird nichts bekommen .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Abgeordnete bekommen .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Abgeordnete nichts bekommen .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Abgeordnete nichts bekommen ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Abgeordnete nichts bekommen wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Kleinbäuerin wird nichts ziehen .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Kleinbäuerin ziehen .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Kleinbäuerin nichts ziehen .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Kleinbäuerin nichts ziehen ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Kleinbäuerin nichts ziehen wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Sportlerin wird nichts gewinnen .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Sportlerin gewinnen .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Sportlerin nichts gewinnen .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Sportlerin nichts gewinnen ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Sportlerin nichts gewinnen wird .
VF[S]LK[V]MF[O]	aux-oempt	2	4	Die Handwerkerin wird nichts übernehmen .
VF[O]LK[V]MF[S]	aux-oempt	4	1	Nichts wird die Handwerkerin übernehmen .
LK[V]MF[SO]	aux-oempt	4	5	Deshalb wird die Handwerkerin nichts übernehmen .
LK[V]MF[SO]Q	aux-oempt	3	4	Wird die Handwerkerin nichts übernehmen ?
MF[SO]VC[V]	aux-oempt	3	4	Weil die Handwerkerin nichts übernehmen wird .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie startet nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts startet sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb startet sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Startet sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts startet .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie lebt nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts lebt sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb lebt sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Lebt sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts lebt .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie übertextet nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts übertextet sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb übertextet sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Übertextet sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts übertextet .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie spielt nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts spielt sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb spielt sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Spielt sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts spielt .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie bewirft nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts bewirft sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb bewirft sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Bewirft sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts bewirft .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie findet nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts findet sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb findet sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Findet sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts findet .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie abonniert nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts abonniert sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb abonniert sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Abonniert sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts abonniert .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie rasiert nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts rasiert sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb rasiert sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Rasiert sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts rasiert .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie trinkt nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts trinkt sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb trinkt sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Trinkt sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts trinkt .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie schreibt nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts schreibt sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb schreibt sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Schreibt sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts schreibt .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie beendet nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts beendet sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb beendet sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Beendet sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts beendet .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie bekommt nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts bekommt sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb bekommt sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Bekommt sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts bekommt .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie zieht nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts zieht sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb zieht sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Zieht sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts zieht .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie gewinnt nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts gewinnt sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb gewinnt sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Gewinnt sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts gewinnt .
VF[S]LK[V]MF[O]	spron-oempt	1	3	Sie übernimmt nichts .
VF[O]LK[V]MF[S]	spron-oempt	3	1	Nichts übernimmt sie .
LK[V]MF[SO]	spron-oempt	3	4	Deshalb übernimmt sie nichts .
LK[V]MF[SO]Q	spron-oempt	2	3	Übernimmt sie nichts ?
MF[SO]VC[V]	spron-oempt	2	3	Weil sie nichts übernimmt .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Generalin startet in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts startet in dem Jahr die Generalin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb startet in dem Jahr die Generalin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Startet in dem Jahr die Generalin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Generalin nichts startet .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Partnerin lebt in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts lebt in dem Jahr die Partnerin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb lebt in dem Jahr die Partnerin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Lebt in dem Jahr die Partnerin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Partnerin nichts lebt .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Journalistin übertextet in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts übertextet in dem Jahr die Journalistin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb übertextet in dem Jahr die Journalistin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Übertextet in dem Jahr die Journalistin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Journalistin nichts übertextet .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Freundin spielt in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts spielt in dem Jahr die Freundin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb spielt in dem Jahr die Freundin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Spielt in dem Jahr die Freundin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Freundin nichts spielt .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Passantin bewirft in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts bewirft in dem Jahr die Passantin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb bewirft in dem Jahr die Passantin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Bewirft in dem Jahr die Passantin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Passantin nichts bewirft .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Das Kind findet in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts findet in dem Jahr das Kind .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb findet in dem Jahr das Kind nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Findet in dem Jahr das Kind nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr das Kind nichts findet .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Leserin abonniert in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts abonniert in dem Jahr die Leserin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb abonniert in dem Jahr die Leserin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Abonniert in dem Jahr die Leserin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Leserin nichts abonniert .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Herrin rasiert in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts rasiert in dem Jahr die Herrin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb rasiert in dem Jahr die Herrin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Rasiert in dem Jahr die Herrin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Herrin nichts rasiert .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Mama trinkt in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts trinkt in dem Jahr die Mama .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb trinkt in dem Jahr die Mama nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Trinkt in dem Jahr die Mama nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Mama nichts trinkt .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Schriftstellerin schreibt in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts schreibt in dem Jahr die Schriftstellerin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb schreibt in dem Jahr die Schriftstellerin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Schreibt in dem Jahr die Schriftstellerin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Schriftstellerin nichts schreibt .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Politikerin beendet in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts beendet in dem Jahr die Politikerin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb beendet in dem Jahr die Politikerin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Beendet in dem Jahr die Politikerin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Politikerin nichts beendet .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Abgeordnete bekommt in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts bekommt in dem Jahr die Abgeordnete .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb bekommt in dem Jahr die Abgeordnete nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Bekommt in dem Jahr die Abgeordnete nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Abgeordnete nichts bekommt .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Kleinbäuerin zieht in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts zieht in dem Jahr die Kleinbäuerin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb zieht in dem Jahr die Kleinbäuerin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Zieht in dem Jahr die Kleinbäuerin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Kleinbäuerin nichts zieht .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Sportlerin gewinnt in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts gewinnt in dem Jahr die Sportlerin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb gewinnt in dem Jahr die Sportlerin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Gewinnt in dem Jahr die Sportlerin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Sportlerin nichts gewinnt .
VF[S]LK[V]MF[O]	pp-oempt	2	7	Die Handwerkerin übernimmt in dem Jahr nichts .
VF[O]LK[V]MF[S]	pp-oempt	7	1	Nichts übernimmt in dem Jahr die Handwerkerin .
LK[V]MF[SO]	pp-oempt	7	8	Deshalb übernimmt in dem Jahr die Handwerkerin nichts .
LK[V]MF[SO]Q	pp-oempt	6	7	Übernimmt in dem Jahr die Handwerkerin nichts ?
MF[SO]VC[V]	pp-oempt	6	7	Weil in dem Jahr die Handwerkerin nichts übernimmt .
VF[S]LK[V]MF[O]	sinan-oempt	2	4	Die Quote umgeht nichts .
VF[O]LK[V]MF[S]	sinan-oempt	4	1	Nichts umgeht die Quote .
LK[V]MF[SO]	sinan-oempt	4	5	Deshalb umgeht die Quote nichts .
LK[V]MF[SO]Q	sinan-oempt	3	4	Umgeht die Quote nichts ?
MF[SO]VC[V]	sinan-oempt	3	4	Weil die Quote nichts umgeht .
VF[S]LK[V]MF[O]	sinan-oempt	2	4	Das Gas verletzt nichts .
VF[O]LK[V]MF[S]	sinan-oempt	4	1	Nichts verletzt das Gas .
LK[V]MF[SO]	sinan-oempt	4	5	Deshalb verletzt das Gas nichts .
LK[V]MF[SO]Q	sinan-oempt	3	4	Verletzt das Gas nichts ?
MF[SO]VC[V]	sinan-oempt	3	4	Weil das Gas nichts verletzt .
VF[S]LK[V]MF[O]	sinan-oempt	2	4	Das Wandrelief ruft nichts .
VF[O]LK[V]MF[S]	sinan-oempt	4	1	Nichts ruft das Wandrelief .
LK[V]MF[SO]	sinan-oempt	4	5	Deshalb ruft das Wandrelief nichts .
LK[V]MF[SO]Q	sinan-oempt	3	4	Ruft das Wandrelief nichts ?
MF[SO]VC[V]	sinan-oempt	3	4	Weil das Wandrelief nichts ruft .
VF[S]LK[V]MF[O]	sinan-oempt	2	4	Die Arbeit bringt nichts .
VF[O]LK[V]MF[S]	sinan-oempt	4	1	Nichts bringt die Arbeit .
