Word Order	Other Properties	Subject Position	Object Position	Sentence
LK[V]MF[SO]	amb-regpol	3	5	Gewinnt die Universität eine Tour ?
MF[SO]VC[V]	amb-regpol	3	5	Weil die Universität eine Tour gewinnt .
VF[S]LK[V]MF[O]	amb-regpol	2	4	Die Konzerne übernehmen Bauausführungen .
VF[O]LK[V]MF[S]	amb-regpol	4	1	Bauausführungen übernehmen die Konzerne .
VF[ADV]LK[V]MF[SO]	amb-regpol	4	5	Deshalb übernehmen die Konzerne Bauausführungen .
LK[V]MF[SO]	amb-regpol	3	4	Übernehmen die Konzerne Bauausführungen ?
MF[SO]VC[V]	amb-regpol	3	4	Weil die Konzerne Bauausführungen übernehmen .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Kanzlei wird einen Angriff starten .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Einen Angriff wird die Kanzlei starten .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb wird die Kanzlei einen Angriff starten .
LK[V]MF[SO]	aux-regpol	3	5	Wird die Kanzlei einen Angriff starten ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Kanzlei einen Angriff starten wird .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Läden werden ein Doppelleben leben .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Ein Doppelleben werden die Läden leben .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Läden ein Doppelleben leben .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Läden ein Doppelleben leben ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Läden ein Doppelleben leben werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Werbeagenturen werden eine Aufnahme übertexten .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Eine Aufnahme werden die Werbeagenturen übertexten .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Werbeagenturen eine Aufnahme übertexten .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Werbeagenturen eine Aufnahme übertexten ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Werbeagenturen eine Aufnahme übertexten werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Gemeinden werden eine Traumhochzeit spielen .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Eine Traumhochzeit werden die Gemeinden spielen .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Gemeinden eine Traumhochzeit spielen .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Gemeinden eine Traumhochzeit spielen ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Gemeinden eine Traumhochzeit spielen werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Dörfer werden ein Kunstwerk bewerfen .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Ein Kunstwerk werden die Dörfer bewerfen .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Dörfer ein Kunstwerk bewerfen .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Dörfer ein Kunstwerk bewerfen ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Dörfer ein Kunstwerk bewerfen werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Büros werden eine Lösung finden .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Eine Lösung werden die Büros finden .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Büros eine Lösung finden .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Büros eine Lösung finden ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Büros eine Lösung finden werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Praxen werden eine Zeitschrift abonnieren .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Eine Zeitschrift werden die Praxen abonnieren .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Praxen eine Zeitschrift abonnieren .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Praxen eine Zeitschrift abonnieren ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Praxen eine Zeitschrift abonnieren werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Der Salon wird einen Bart rasieren .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Einen Bart wird der Salon rasieren .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb wird der Salon einen Bart rasieren .
LK[V]MF[SO]	aux-regpol	3	5	Wird der Salon einen Bart rasieren ?
MF[SO]VC[V]	aux-regpol	3	5	Weil der Salon einen Bart rasieren wird .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Redaktion wird einen Kaffee trinken .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Einen Kaffee wird die Redaktion trinken .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb wird die Redaktion einen Kaffee trinken .
LK[V]MF[SO]	aux-regpol	3	5	Wird die Redaktion einen Kaffee trinken ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Redaktion einen Kaffee trinken wird .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Das Seminar wird einen Roman schreiben .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Einen Roman wird das Seminar schreiben .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb wird das Seminar einen Roman schreiben .
LK[V]MF[SO]	aux-regpol	3	5	Wird das Seminar einen Roman schreiben ?
MF[SO]VC[V]	aux-regpol	3	5	Weil das Seminar einen Roman schreiben wird .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Landratsämter werden eine Rede beenden .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Eine Rede werden die Landratsämter beenden .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Landratsämter eine Rede beenden .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Landratsämter eine Rede beenden ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Landratsämter eine Rede beenden werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Schulen werden ein Grundgehalt bekommen .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Ein Grundgehalt werden die Schulen bekommen .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Schulen ein Grundgehalt bekommen .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Schulen ein Grundgehalt bekommen ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Schulen ein Grundgehalt bekommen werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Werkstatt wird einen Bauzaun ziehen .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Einen Bauzaun wird die Werkstatt ziehen .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb wird die Werkstatt einen Bauzaun ziehen .
LK[V]MF[SO]	aux-regpol	3	5	Wird die Werkstatt einen Bauzaun ziehen ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Werkstatt einen Bauzaun ziehen wird .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Die Universitäten werden eine Tour gewinnen .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Eine Tour werden die Universitäten gewinnen .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb werden die Universitäten eine Tour gewinnen .
LK[V]MF[SO]	aux-regpol	3	5	Werden die Universitäten eine Tour gewinnen ?
MF[SO]VC[V]	aux-regpol	3	5	Weil die Universitäten eine Tour gewinnen werden .
VF[S]LK[V]MF[O]	aux-regpol	2	5	Der Konzern wird eine Bauausführung übernehmen .
VF[O]LK[V]MF[S]	aux-regpol	5	2	Eine Bauausführung wird der Konzern übernehmen .
VF[ADV]LK[V]MF[SO]	aux-regpol	4	6	Deshalb wird der Konzern eine Bauausführung übernehmen .
LK[V]MF[SO]	aux-regpol	3	5	Wird der Konzern eine Bauausführung übernehmen ?
MF[SO]VC[V]	aux-regpol	3	5	Weil der Konzern eine Bauausführung übernehmen wird .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Kanzlei startet ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn startet die Kanzlei .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb startet die Kanzlei ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb startet ihn die Kanzlei .
LK[V]MF[SO]	opron-regpol	3	4	Startet die Kanzlei ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Startet ihn die Kanzlei ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Kanzlei ihn startet .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Kanzlei startet .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Läden leben es .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Es leben die Läden .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb leben die Läden es .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb leben es die Läden .
LK[V]MF[SO]	opron-regpol	3	4	Leben die Läden es ?
LK[V]MF[OS]	opron-regpol	4	2	Leben es die Läden ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Läden es leben .
MF[OS]VC[V]	opron-regpol	4	2	Weil es die Läden leben .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Werbeagentur übertextet ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn übertextet die Werbeagentur .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb übertextet die Werbeagentur ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb übertextet ihn die Werbeagentur .
LK[V]MF[SO]	opron-regpol	3	4	Übertextet die Werbeagentur ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Übertextet ihn die Werbeagentur ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Werbeagentur ihn übertextet .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Werbeagentur übertextet .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Gemeinde spielt ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn spielt die Gemeinde .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb spielt die Gemeinde ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb spielt ihn die Gemeinde .
LK[V]MF[SO]	opron-regpol	3	4	Spielt die Gemeinde ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Spielt ihn die Gemeinde ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Gemeinde ihn spielt .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Gemeinde spielt .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Das Dorf bewirft ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn bewirft das Dorf .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb bewirft das Dorf ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb bewirft ihn das Dorf .
LK[V]MF[SO]	opron-regpol	3	4	Bewirft das Dorf ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Bewirft ihn das Dorf ?
MF[SO]VC[V]	opron-regpol	3	4	Weil das Dorf ihn bewirft .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn das Dorf bewirft .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Das Büro findet ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn findet das Büro .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb findet das Büro ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb findet ihn das Büro .
LK[V]MF[SO]	opron-regpol	3	4	Findet das Büro ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Findet ihn das Büro ?
MF[SO]VC[V]	opron-regpol	3	4	Weil das Büro ihn findet .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn das Büro findet .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Praxis abonniert ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn abonniert die Praxis .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb abonniert die Praxis ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb abonniert ihn die Praxis .
LK[V]MF[SO]	opron-regpol	3	4	Abonniert die Praxis ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Abonniert ihn die Praxis ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Praxis ihn abonniert .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Praxis abonniert .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Der Salon rasiert sie .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Sie rasiert der Salon .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb rasiert der Salon sie .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb rasiert sie der Salon .
LK[V]MF[SO]	opron-regpol	3	4	Rasiert der Salon sie ?
LK[V]MF[OS]	opron-regpol	4	2	Rasiert sie der Salon ?
MF[SO]VC[V]	opron-regpol	3	4	Weil der Salon sie rasiert .
MF[OS]VC[V]	opron-regpol	4	2	Weil sie der Salon rasiert .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Redaktion trinkt ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn trinkt die Redaktion .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb trinkt die Redaktion ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb trinkt ihn die Redaktion .
LK[V]MF[SO]	opron-regpol	3	4	Trinkt die Redaktion ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Trinkt ihn die Redaktion ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Redaktion ihn trinkt .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Redaktion trinkt .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Das Seminar schreibt ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn schreibt das Seminar .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb schreibt das Seminar ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb schreibt ihn das Seminar .
LK[V]MF[SO]	opron-regpol	3	4	Schreibt das Seminar ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Schreibt ihn das Seminar ?
MF[SO]VC[V]	opron-regpol	3	4	Weil das Seminar ihn schreibt .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn das Seminar schreibt .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Das Landratsamt beendet ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn beendet das Landratsamt .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb beendet das Landratsamt ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb beendet ihn das Landratsamt .
LK[V]MF[SO]	opron-regpol	3	4	Beendet das Landratsamt ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Beendet ihn das Landratsamt ?
MF[SO]VC[V]	opron-regpol	3	4	Weil das Landratsamt ihn beendet .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn das Landratsamt beendet .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Schule bekommt ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn bekommt die Schule .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb bekommt die Schule ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb bekommt ihn die Schule .
LK[V]MF[SO]	opron-regpol	3	4	Bekommt die Schule ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Bekommt ihn die Schule ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Schule ihn bekommt .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Schule bekommt .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Werkstatt zieht ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn zieht die Werkstatt .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb zieht die Werkstatt ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb zieht ihn die Werkstatt .
LK[V]MF[SO]	opron-regpol	3	4	Zieht die Werkstatt ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Zieht ihn die Werkstatt ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Werkstatt ihn zieht .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Werkstatt zieht .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Die Universitäten gewinnen ihn .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Ihn gewinnen die Universitäten .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb gewinnen die Universitäten ihn .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb gewinnen ihn die Universitäten .
LK[V]MF[SO]	opron-regpol	3	4	Gewinnen die Universitäten ihn ?
LK[V]MF[OS]	opron-regpol	4	2	Gewinnen ihn die Universitäten ?
MF[SO]VC[V]	opron-regpol	3	4	Weil die Universitäten ihn gewinnen .
MF[OS]VC[V]	opron-regpol	4	2	Weil ihn die Universitäten gewinnen .
VF[S]LK[V]MF[O]	opron-regpol	2	4	Der Konzern übernimmt sie .
VF[O]LK[V]MF[S]	opron-regpol	4	1	Sie übernimmt der Konzern .
VF[ADV]LK[V]MF[SO]	opron-regpol	4	5	Deshalb übernimmt der Konzern sie .
VF[ADV]LK[V]MF[OS]	opron-regpol	5	3	Deshalb übernimmt sie der Konzern .
LK[V]MF[SO]	opron-regpol	3	4	Übernimmt der Konzern sie ?
LK[V]MF[OS]	opron-regpol	4	2	Übernimmt sie der Konzern ?
MF[SO]VC[V]	opron-regpol	3	4	Weil der Konzern sie übernimmt .
MF[OS]VC[V]	opron-regpol	4	2	Weil sie der Konzern übernimmt .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Kanzlei startet keinen Angriff .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keinen Angriff startet die Kanzlei .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb startet die Kanzlei keinen Angriff .
LK[V]MF[SO]	oneg-regpol	3	5	Startet die Kanzlei keinen Angriff ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Kanzlei keinen Angriff startet .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Läden leben kein Doppelleben .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Kein Doppelleben leben die Läden .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb leben die Läden kein Doppelleben .
LK[V]MF[SO]	oneg-regpol	3	5	Leben die Läden kein Doppelleben ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Läden kein Doppelleben leben .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Werbeagentur übertextet keine Aufnahmen .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Aufnahmen übertextet die Werbeagentur .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb übertextet die Werbeagentur keine Aufnahmen .
LK[V]MF[SO]	oneg-regpol	3	5	Übertextet die Werbeagentur keine Aufnahmen ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Werbeagentur keine Aufnahmen übertextet .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Gemeinde spielt keine Traumhochzeiten .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Traumhochzeiten spielt die Gemeinde .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb spielt die Gemeinde keine Traumhochzeiten .
LK[V]MF[SO]	oneg-regpol	3	5	Spielt die Gemeinde keine Traumhochzeiten ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Gemeinde keine Traumhochzeiten spielt .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Das Dorf bewirft keine Kunstwerke .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Kunstwerke bewirft das Dorf .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb bewirft das Dorf keine Kunstwerke .
LK[V]MF[SO]	oneg-regpol	3	5	Bewirft das Dorf keine Kunstwerke ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil das Dorf keine Kunstwerke bewirft .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Das Büro findet keine Lösungen .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Lösungen findet das Büro .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb findet das Büro keine Lösungen .
LK[V]MF[SO]	oneg-regpol	3	5	Findet das Büro keine Lösungen ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil das Büro keine Lösungen findet .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Praxis abonniert keine Zeitschriften .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Zeitschriften abonniert die Praxis .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb abonniert die Praxis keine Zeitschriften .
LK[V]MF[SO]	oneg-regpol	3	5	Abonniert die Praxis keine Zeitschriften ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Praxis keine Zeitschriften abonniert .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Der Salon rasiert keinen Bart .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keinen Bart rasiert der Salon .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb rasiert der Salon keinen Bart .
LK[V]MF[SO]	oneg-regpol	3	5	Rasiert der Salon keinen Bart ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil der Salon keinen Bart rasiert .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Redaktion trinkt keine Kaffees .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Kaffees trinkt die Redaktion .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb trinkt die Redaktion keine Kaffees .
LK[V]MF[SO]	oneg-regpol	3	5	Trinkt die Redaktion keine Kaffees ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Redaktion keine Kaffees trinkt .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Das Seminar schreibt keinen Roman .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keinen Roman schreibt das Seminar .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb schreibt das Seminar keinen Roman .
LK[V]MF[SO]	oneg-regpol	3	5	Schreibt das Seminar keinen Roman ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil das Seminar keinen Roman schreibt .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Das Landratsamt beendet keine Reden .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Reden beendet das Landratsamt .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb beendet das Landratsamt keine Reden .
LK[V]MF[SO]	oneg-regpol	3	5	Beendet das Landratsamt keine Reden ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil das Landratsamt keine Reden beendet .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Schulen bekommen kein Grundgehalt .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Kein Grundgehalt bekommen die Schulen .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb bekommen die Schulen kein Grundgehalt .
LK[V]MF[SO]	oneg-regpol	3	5	Bekommen die Schulen kein Grundgehalt ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Schulen kein Grundgehalt bekommen .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Werkstatt zieht keinen Bauzaun .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keinen Bauzaun zieht die Werkstatt .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb zieht die Werkstatt keinen Bauzaun .
LK[V]MF[SO]	oneg-regpol	3	5	Zieht die Werkstatt keinen Bauzaun ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Werkstatt keinen Bauzaun zieht .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Die Universitäten gewinnen keine Tour .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Tour gewinnen die Universitäten .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb gewinnen die Universitäten keine Tour .
LK[V]MF[SO]	oneg-regpol	3	5	Gewinnen die Universitäten keine Tour ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil die Universitäten keine Tour gewinnen .
VF[S]LK[V]MF[O]	oneg-regpol	2	5	Der Konzern übernimmt keine Bauausführungen .
VF[O]LK[V]MF[S]	oneg-regpol	5	2	Keine Bauausführungen übernimmt der Konzern .
VF[ADV]LK[V]MF[SO]	oneg-regpol	4	6	Deshalb übernimmt der Konzern keine Bauausführungen .
LK[V]MF[SO]	oneg-regpol	3	5	Übernimmt der Konzern keine Bauausführungen ?
MF[SO]VC[V]	oneg-regpol	3	5	Weil der Konzern keine Bauausführungen übernimmt .
VF[S]LK[V]MF[O]	pp-regpol	2	8	Die Kanzlei startet in dem Jahr einen Angriff .
VF[O]LK[V]MF[S]	pp-regpol	8	2	Einen Angriff startet in dem Jahr die Kanzlei .
VF[ADV]LK[V]MF[SO]	pp-regpol	7	9	Deshalb startet in dem Jahr die Kanzlei einen Angriff .
LK[V]MF[SO]	pp-regpol	6	8	Startet in dem Jahr die Kanzlei einen Angriff ?
MF[SO]VC[V]	pp-regpol	6	8	Weil in dem Jahr die Kanzlei einen Angriff startet .
VF[S]LK[V]MF[O]	pp-regpol	2	8	Der Laden lebt in dem Jahr ein Doppelleben .
VF[O]LK[V]MF[S]	pp-regpol	8	2	Ein Doppelleben lebt in dem Jahr der Laden .
VF[ADV]LK[V]MF[SO]	pp-regpol	7	9	Deshalb lebt in dem Jahr der Laden ein Doppelleben .
LK[V]MF[SO]	pp-regpol	6	8	Lebt in dem Jahr der Laden ein Doppelleben ?
MF[SO]VC[V]	pp-regpol	6	8	Weil in dem Jahr der Laden ein Doppelleben lebt .
VF[S]LK[V]MF[O]	pp-regpol	2	8	Die Werbeagenturen übertexten in dem Jahr eine Aufnahme .
VF[O]LK[V]MF[S]	pp-regpol	8	2	Eine Aufnahme übertexten in dem Jahr die Werbeagenturen .
VF[ADV]LK[V]MF[SO]	pp-regpol	7	9	Deshalb übertexten in dem Jahr die Werbeagenturen eine Aufnahme .
LK[V]MF[SO]	pp-regpol	6	8	Übertexten in dem Jahr die Werbeagenturen eine Aufnahme ?
MF[SO]VC[V]	pp-regpol	6	8	Weil in dem Jahr die Werbeagenturen eine Aufnahme übertexten .
VF[S]LK[V]MF[O]	pp-regpol	2	8	Die Gemeinden spielen in dem Jahr eine Traumhochzeit .
VF[O]LK[V]MF[S]	pp-regpol	8	2	Eine Traumhochzeit spielen in dem Jahr die Gemeinden .
VF[ADV]LK[V]MF[SO]	pp-regpol	7	9	Deshalb spielen in dem Jahr die Gemeinden eine Traumhochzeit .
LK[V]MF[SO]	pp-regpol	6	8	Spielen in dem Jahr die Gemeinden eine Traumhochzeit ?
MF[SO]VC[V]	pp-regpol	6	8	Weil in dem Jahr die Gemeinden eine Traumhochzeit spielen .
VF[S]LK[V]MF[O]	pp-regpol	2	8	Die Dörfer bewerfen in dem Jahr ein Kunstwerk .
VF[O]LK[V]MF[S]	pp-regpol	8	2	Ein Kunstwerk bewerfen in dem Jahr die Dörfer .
