Word Order	Other Properties	Subject Position	Object Position	Sentence
LK[V]MF[SO]	aux-semas	3	4	Zal de examinatrice examenkandidaten testen ?
MF[SO]VC[V]	aux-semas	3	4	Omdat de examinatrice examenkandidaten zal testen .
VF[S]LK[V]MF[O]	aux-semas	2	4	De meester zal leerlingen corrigeren .
VF[O]LK[V]MF[S]	aux-semas	4	1	Leerlingen zal de meester corrigeren .
VF[ADV]LK[V]MF[SO]	aux-semas	4	5	Daarom zal de meester leerlingen corrigeren .
LK[V]MF[SO]	aux-semas	3	4	Zal de meester leerlingen corrigeren ?
MF[SO]VC[V]	aux-semas	3	4	Omdat de meester leerlingen zal corrigeren .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De sterken beschermen geen zwakke .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen zwakke beschermen de sterken .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom beschermen de sterken geen zwakke .
LK[V]MF[SO]	oneg-semas	3	5	Beschermen de sterken geen zwakke ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de sterken geen zwakke beschermen .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De speurhonden verzinnen geen prooi .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen prooi verzinnen de speurhonden .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom verzinnen de speurhonden geen prooi .
LK[V]MF[SO]	oneg-semas	3	5	Verzinnen de speurhonden geen prooi ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de speurhonden geen prooi verzinnen .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De kapper scheert geen klanten .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen klanten scheert de kapper .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom scheert de kapper geen klanten .
LK[V]MF[SO]	oneg-semas	3	5	Scheert de kapper geen klanten ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de kapper geen klanten scheert .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De politieman arresteert geen verdachten .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen verdachten arresteert de politieman .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom arresteert de politieman geen verdachten .
LK[V]MF[SO]	oneg-semas	3	5	Arresteert de politieman geen verdachten ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de politieman geen verdachten arresteert .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De leraar onderwijst geen studenten .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen studenten onderwijst de leraar .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom onderwijst de leraar geen studenten .
LK[V]MF[SO]	oneg-semas	3	5	Onderwijst de leraar geen studenten ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de leraar geen studenten onderwijst .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De moeder voedt geen zoons .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen zoons voedt de moeder .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom voedt de moeder geen zoons .
LK[V]MF[SO]	oneg-semas	3	5	Voedt de moeder geen zoons ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de moeder geen zoons voedt .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De president commandeert geen soldaten .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen soldaten commandeert de president .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom commandeert de president geen soldaten .
LK[V]MF[SO]	oneg-semas	3	5	Commandeert de president geen soldaten ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de president geen soldaten commandeert .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De baas ontslaat geen werknemers .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen werknemers ontslaat de baas .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom ontslaat de baas geen werknemers .
LK[V]MF[SO]	oneg-semas	3	5	Ontslaat de baas geen werknemers ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de baas geen werknemers ontslaat .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De producenten bevoorraden geen afnemer .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen afnemer bevoorraden de producenten .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom bevoorraden de producenten geen afnemer .
LK[V]MF[SO]	oneg-semas	3	5	Bevoorraden de producenten geen afnemer ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de producenten geen afnemer bevoorraden .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De jongeren bejubelen geen ster .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen ster bejubelen de jongeren .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom bejubelen de jongeren geen ster .
LK[V]MF[SO]	oneg-semas	3	5	Bejubelen de jongeren geen ster ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de jongeren geen ster bejubelen .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De arts behandelt geen patiënten .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen patiënten behandelt de arts .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom behandelt de arts geen patiënten .
LK[V]MF[SO]	oneg-semas	3	5	Behandelt de arts geen patiënten ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de arts geen patiënten behandelt .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De eigenares berispt geen huurders .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen huurders berispt de eigenares .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom berispt de eigenares geen huurders .
LK[V]MF[SO]	oneg-semas	3	5	Berispt de eigenares geen huurders ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de eigenares geen huurders berispt .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De priester verzorgt geen kerkgangers .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen kerkgangers verzorgt de priester .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom verzorgt de priester geen kerkgangers .
LK[V]MF[SO]	oneg-semas	3	5	Verzorgt de priester geen kerkgangers ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de priester geen kerkgangers verzorgt .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De examinatrice test geen examenkandidaten .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen examenkandidaten test de examinatrice .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom test de examinatrice geen examenkandidaten .
LK[V]MF[SO]	oneg-semas	3	5	Test de examinatrice geen examenkandidaten ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de examinatrice geen examenkandidaten test .
VF[S]LK[V]MF[O]	oneg-semas	2	5	De meester corrigeert geen leerlingen .
VF[O]LK[V]MF[S]	oneg-semas	5	2	Geen leerlingen corrigeert de meester .
VF[ADV]LK[V]MF[SO]	oneg-semas	4	6	Daarom corrigeert de meester geen leerlingen .
LK[V]MF[SO]	oneg-semas	3	5	Corrigeert de meester geen leerlingen ?
MF[SO]VC[V]	oneg-semas	3	5	Omdat de meester geen leerlingen corrigeert .
VF[S]LK[V]MF[O]	pp-semas	2	8	De sterken beschermen gedurende een week een zwakke .
VF[O]LK[V]MF[S]	pp-semas	5	2	Een zwakke beschermen de sterken gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	9	Daarom beschermen de sterken gedurende een week een zwakke .
LK[V]MF[SO]	pp-semas	3	8	Beschermen de sterken gedurende een week een zwakke ?
MF[SO]VC[V]	pp-semas	3	8	Omdat de sterken gedurende een week een zwakke beschermen .
VF[S]LK[V]MF[O]	pp-semas	2	8	De speurhonden verzinnen in een week een prooi .
VF[O]LK[V]MF[S]	pp-semas	5	2	Een prooi verzinnen de speurhonden in een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	9	Daarom verzinnen de speurhonden in een week een prooi .
LK[V]MF[SO]	pp-semas	3	8	Verzinnen de speurhonden in een week een prooi ?
MF[SO]VC[V]	pp-semas	3	8	Omdat de speurhonden in een week een prooi verzinnen .
VF[S]LK[V]MF[O]	pp-semas	2	7	De kapper scheert gedurende een week klanten .
VF[O]LK[V]MF[S]	pp-semas	4	1	Klanten scheert de kapper gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom scheert de kapper gedurende een week klanten .
LK[V]MF[SO]	pp-semas	3	7	Scheert de kapper gedurende een week klanten ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de kapper gedurende een week klanten scheert .
VF[S]LK[V]MF[O]	pp-semas	2	7	De politieman arresteert na een week verdachten .
VF[O]LK[V]MF[S]	pp-semas	4	1	Verdachten arresteert de politieman na een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom arresteert de politieman na een week verdachten .
LK[V]MF[SO]	pp-semas	3	7	Arresteert de politieman na een week verdachten ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de politieman na een week verdachten arresteert .
VF[S]LK[V]MF[O]	pp-semas	2	7	De leraar onderwijst gedurende een week studenten .
VF[O]LK[V]MF[S]	pp-semas	4	1	Studenten onderwijst de leraar gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom onderwijst de leraar gedurende een week studenten .
LK[V]MF[SO]	pp-semas	3	7	Onderwijst de leraar gedurende een week studenten ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de leraar gedurende een week studenten onderwijst .
VF[S]LK[V]MF[O]	pp-semas	2	7	De moeder voedt gedurende een week zoons .
VF[O]LK[V]MF[S]	pp-semas	4	1	Zoons voedt de moeder gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom voedt de moeder gedurende een week zoons .
LK[V]MF[SO]	pp-semas	3	7	Voedt de moeder gedurende een week zoons ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de moeder gedurende een week zoons voedt .
VF[S]LK[V]MF[O]	pp-semas	2	7	De president commandeert gedurende een week soldaten .
VF[O]LK[V]MF[S]	pp-semas	4	1	Soldaten commandeert de president gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom commandeert de president gedurende een week soldaten .
LK[V]MF[SO]	pp-semas	3	7	Commandeert de president gedurende een week soldaten ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de president gedurende een week soldaten commandeert .
VF[S]LK[V]MF[O]	pp-semas	2	7	De baas ontslaat na een week werknemers .
VF[O]LK[V]MF[S]	pp-semas	4	1	Werknemers ontslaat de baas na een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom ontslaat de baas na een week werknemers .
LK[V]MF[SO]	pp-semas	3	7	Ontslaat de baas na een week werknemers ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de baas na een week werknemers ontslaat .
VF[S]LK[V]MF[O]	pp-semas	2	8	De producenten bevoorraden over een week een afnemer .
VF[O]LK[V]MF[S]	pp-semas	5	2	Een afnemer bevoorraden de producenten over een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	9	Daarom bevoorraden de producenten over een week een afnemer .
LK[V]MF[SO]	pp-semas	3	8	Bevoorraden de producenten over een week een afnemer ?
MF[SO]VC[V]	pp-semas	3	8	Omdat de producenten over een week een afnemer bevoorraden .
VF[S]LK[V]MF[O]	pp-semas	2	8	De jongeren bejubelen gedurende een week een ster .
VF[O]LK[V]MF[S]	pp-semas	5	2	Een ster bejubelen de jongeren gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	9	Daarom bejubelen de jongeren gedurende een week een ster .
LK[V]MF[SO]	pp-semas	3	8	Bejubelen de jongeren gedurende een week een ster ?
MF[SO]VC[V]	pp-semas	3	8	Omdat de jongeren gedurende een week een ster bejubelen .
VF[S]LK[V]MF[O]	pp-semas	2	7	De arts behandelt gedurende een week patiënten .
VF[O]LK[V]MF[S]	pp-semas	4	1	Patiënten behandelt de arts gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom behandelt de arts gedurende een week patiënten .
LK[V]MF[SO]	pp-semas	3	7	Behandelt de arts gedurende een week patiënten ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de arts gedurende een week patiënten behandelt .
VF[S]LK[V]MF[O]	pp-semas	2	7	De eigenares berispt na een week huurders .
VF[O]LK[V]MF[S]	pp-semas	4	1	Huurders berispt de eigenares na een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom berispt de eigenares na een week huurders .
LK[V]MF[SO]	pp-semas	3	7	Berispt de eigenares na een week huurders ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de eigenares na een week huurders berispt .
VF[S]LK[V]MF[O]	pp-semas	2	7	De priester verzorgt gedurende een week kerkgangers .
VF[O]LK[V]MF[S]	pp-semas	4	1	Kerkgangers verzorgt de priester gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom verzorgt de priester gedurende een week kerkgangers .
LK[V]MF[SO]	pp-semas	3	7	Verzorgt de priester gedurende een week kerkgangers ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de priester gedurende een week kerkgangers verzorgt .
VF[S]LK[V]MF[O]	pp-semas	2	7	De examinatrice test over een week examenkandidaten .
VF[O]LK[V]MF[S]	pp-semas	4	1	Examenkandidaten test de examinatrice over een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom test de examinatrice over een week examenkandidaten .
LK[V]MF[SO]	pp-semas	3	7	Test de examinatrice over een week examenkandidaten ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de examinatrice over een week examenkandidaten test .
VF[S]LK[V]MF[O]	pp-semas	2	7	De meester corrigeert gedurende een week leerlingen .
VF[O]LK[V]MF[S]	pp-semas	4	1	Leerlingen corrigeert de meester gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-semas	4	8	Daarom corrigeert de meester gedurende een week leerlingen .
LK[V]MF[SO]	pp-semas	3	7	Corrigeert de meester gedurende een week leerlingen ?
MF[SO]VC[V]	pp-semas	3	7	Omdat de meester gedurende een week leerlingen corrigeert .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De parochie beschermt zwakken .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Zwakken beschermt de parochie .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom beschermt de parochie zwakken .
LK[V]MF[SO]	regpol-semas	3	4	Beschermt de parochie zwakken ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de parochie zwakken beschermt .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De meute verzint prooien .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Prooien verzint de meute .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom verzint de meute prooien .
LK[V]MF[SO]	regpol-semas	3	4	Verzint de meute prooien ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de meute prooien verzint .
VF[S]LK[V]MF[O]	regpol-semas	2	4	Het kappersteam scheert klanten .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Klanten scheert het kappersteam .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom scheert het kappersteam klanten .
LK[V]MF[SO]	regpol-semas	3	4	Scheert het kappersteam klanten ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat het kappersteam klanten scheert .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De politie arresteert verdachten .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Verdachten arresteert de politie .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom arresteert de politie verdachten .
LK[V]MF[SO]	regpol-semas	3	4	Arresteert de politie verdachten ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de politie verdachten arresteert .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De school onderwijst studenten .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Studenten onderwijst de school .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom onderwijst de school studenten .
LK[V]MF[SO]	regpol-semas	3	4	Onderwijst de school studenten ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de school studenten onderwijst .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De familie voedt zoons .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Zoons voedt de familie .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom voedt de familie zoons .
LK[V]MF[SO]	regpol-semas	3	4	Voedt de familie zoons ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de familie zoons voedt .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De staat commandeert soldaten .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Soldaten commandeert de staat .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom commandeert de staat soldaten .
LK[V]MF[SO]	regpol-semas	3	4	Commandeert de staat soldaten ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de staat soldaten commandeert .
VF[S]LK[V]MF[O]	regpol-semas	2	4	Het bestuur ontslaat werknemers .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Werknemers ontslaat het bestuur .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom ontslaat het bestuur werknemers .
LK[V]MF[SO]	regpol-semas	3	4	Ontslaat het bestuur werknemers ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat het bestuur werknemers ontslaat .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De handel bevoorraadt afnemers .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Afnemers bevoorraadt de handel .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom bevoorraadt de handel afnemers .
LK[V]MF[SO]	regpol-semas	3	4	Bevoorraadt de handel afnemers ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de handel afnemers bevoorraadt .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De menigte bejubelt sterren .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Sterren bejubelt de menigte .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom bejubelt de menigte sterren .
LK[V]MF[SO]	regpol-semas	3	4	Bejubelt de menigte sterren ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de menigte sterren bejubelt .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De praktijk behandelt patiënten .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Patiënten behandelt de praktijk .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom behandelt de praktijk patiënten .
LK[V]MF[SO]	regpol-semas	3	4	Behandelt de praktijk patiënten ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de praktijk patiënten behandelt .
VF[S]LK[V]MF[O]	regpol-semas	4	6	De vereniging van eigenaren berispt huurders .
VF[O]LK[V]MF[S]	regpol-semas	6	1	Huurders berispt de vereniging van eigenaren .
VF[ADV]LK[V]MF[SO]	regpol-semas	6	7	Daarom berispt de vereniging van eigenaren huurders .
LK[V]MF[SO]	regpol-semas	5	6	Berispt de vereniging van eigenaren huurders ?
MF[SO]VC[V]	regpol-semas	5	6	Omdat de vereniging van eigenaren huurders berispt .
VF[S]LK[V]MF[O]	regpol-semas	2	4	De kerk verzorgt kerkgangers .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Kerkgangers verzorgt de kerk .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom verzorgt de kerk kerkgangers .
LK[V]MF[SO]	regpol-semas	3	4	Verzorgt de kerk kerkgangers ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat de kerk kerkgangers verzorgt .
VF[S]LK[V]MF[O]	regpol-semas	2	4	Het instituut test examenkandidaten .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Examenkandidaten test het instituut .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom test het instituut examenkandidaten .
LK[V]MF[SO]	regpol-semas	3	4	Test het instituut examenkandidaten ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat het instituut examenkandidaten test .
VF[S]LK[V]MF[O]	regpol-semas	2	4	Het opleidingsbedrijf corrigeert leerlingen .
VF[O]LK[V]MF[S]	regpol-semas	4	1	Leerlingen corrigeert het opleidingsbedrijf .
VF[ADV]LK[V]MF[SO]	regpol-semas	4	5	Daarom corrigeert het opleidingsbedrijf leerlingen .
LK[V]MF[SO]	regpol-semas	3	4	Corrigeert het opleidingsbedrijf leerlingen ?
MF[SO]VC[V]	regpol-semas	3	4	Omdat het opleidingsbedrijf leerlingen corrigeert .
VF[S]LK[V]MF[O]	base-noref	2	4	De generaals plannen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets plannen de generaals .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom plannen de generaals niets .
LK[V]MF[SO]	base-noref	3	4	Plannen de generaals niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de generaals niets plannen .
VF[S]LK[V]MF[O]	base-noref	2	4	De partners beleven niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets beleven de partners .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom beleven de partners niets .
LK[V]MF[SO]	base-noref	3	4	Beleven de partners niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de partners niets beleven .
VF[S]LK[V]MF[O]	base-noref	2	4	De journalisten synchroniseren niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets synchroniseren de journalisten .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom synchroniseren de journalisten niets .
LK[V]MF[SO]	base-noref	3	4	Synchroniseren de journalisten niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de journalisten niets synchroniseren .
VF[S]LK[V]MF[O]	base-noref	2	4	De vriendinnen repeteren niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets repeteren de vriendinnen .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom repeteren de vriendinnen niets .
LK[V]MF[SO]	base-noref	3	4	Repeteren de vriendinnen niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de vriendinnen niets repeteren .
VF[S]LK[V]MF[O]	base-noref	2	4	De voorbijgangers vernielen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets vernielen de voorbijgangers .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom vernielen de voorbijgangers niets .
LK[V]MF[SO]	base-noref	3	4	Vernielen de voorbijgangers niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de voorbijgangers niets vernielen .
VF[S]LK[V]MF[O]	base-noref	2	4	De kinderen verzinnen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets verzinnen de kinderen .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom verzinnen de kinderen niets .
LK[V]MF[SO]	base-noref	3	4	Verzinnen de kinderen niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de kinderen niets verzinnen .
VF[S]LK[V]MF[O]	base-noref	2	4	De lezers bestellen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets bestellen de lezers .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom bestellen de lezers niets .
LK[V]MF[SO]	base-noref	3	4	Bestellen de lezers niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de lezers niets bestellen .
VF[S]LK[V]MF[O]	base-noref	2	4	De mannen scheren niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets scheren de mannen .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom scheren de mannen niets .
LK[V]MF[SO]	base-noref	3	4	Scheren de mannen niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de mannen niets scheren .
VF[S]LK[V]MF[O]	base-noref	2	4	De moeders drinken niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets drinken de moeders .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom drinken de moeders niets .
LK[V]MF[SO]	base-noref	3	4	Drinken de moeders niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de moeders niets drinken .
VF[S]LK[V]MF[O]	base-noref	2	4	De schrijvers schrijven niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets schrijven de schrijvers .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom schrijven de schrijvers niets .
LK[V]MF[SO]	base-noref	3	4	Schrijven de schrijvers niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de schrijvers niets schrijven .
VF[S]LK[V]MF[O]	base-noref	2	4	De politici beginnen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets beginnen de politici .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom beginnen de politici niets .
LK[V]MF[SO]	base-noref	3	4	Beginnen de politici niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de politici niets beginnen .
VF[S]LK[V]MF[O]	base-noref	2	4	De parlementsleden krijgen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets krijgen de parlementsleden .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom krijgen de parlementsleden niets .
LK[V]MF[SO]	base-noref	3	4	Krijgen de parlementsleden niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de parlementsleden niets krijgen .
VF[S]LK[V]MF[O]	base-noref	2	4	De boeren bouwen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets bouwen de boeren .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom bouwen de boeren niets .
LK[V]MF[SO]	base-noref	3	4	Bouwen de boeren niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de boeren niets bouwen .
VF[S]LK[V]MF[O]	base-noref	2	4	De sportvrouwen winnen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets winnen de sportvrouwen .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom winnen de sportvrouwen niets .
LK[V]MF[SO]	base-noref	3	4	Winnen de sportvrouwen niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de sportvrouwen niets winnen .
VF[S]LK[V]MF[O]	base-noref	2	4	De aannemers regelen niets .
VF[O]LK[V]MF[S]	base-noref	4	1	Niets regelen de aannemers .
VF[ADV]LK[V]MF[SO]	base-noref	4	5	Daarom regelen de aannemers niets .
LK[V]MF[SO]	base-noref	3	4	Regelen de aannemers niets ?
MF[SO]VC[V]	base-noref	3	4	Omdat de aannemers niets regelen .
VF[S]LK[V]MF[O]	amb-noref	2	4	De generaal plant niets .
VF[O]LK[V]MF[S]	amb-noref	4	1	Niets plant de generaal .
VF[ADV]LK[V]MF[SO]	amb-noref	4	5	Daarom plant de generaal niets .
LK[V]MF[SO]	amb-noref	3	4	Plant de generaal niets ?
MF[SO]VC[V]	amb-noref	3	4	Omdat de generaal niets plant .
VF[S]LK[V]MF[O]	amb-noref	2	4	De partner beleeft niets .
VF[O]LK[V]MF[S]	amb-noref	4	1	Niets beleeft de partner .
VF[ADV]LK[V]MF[SO]	amb-noref	4	5	Daarom beleeft de partner niets .
LK[V]MF[SO]	amb-noref	3	4	Beleeft de partner niets ?
MF[SO]VC[V]	amb-noref	3	4	Omdat de partner niets beleeft .
VF[S]LK[V]MF[O]	amb-noref	2	4	De journalist synchroniseert niets .
VF[O]LK[V]MF[S]	amb-noref	4	1	Niets synchroniseert de journalist .
VF[ADV]LK[V]MF[SO]	amb-noref	4	5	Daarom synchroniseert de journalist niets .
LK[V]MF[SO]	amb-noref	3	4	Synchroniseert de journalist niets ?
MF[SO]VC[V]	amb-noref	3	4	Omdat de journalist niets synchroniseert .
VF[S]LK[V]MF[O]	amb-noref	2	4	De vriendin repeteert niets .
VF[O]LK[V]MF[S]	amb-noref	4	1	Niets repeteert de vriendin .
